protocol,platform,platform_type,distance_km,noise_factor,run,transmission,effective_qubits,sifted_length,raw_key_rate,qber,secure_key_rate,single_qubit_fidelity,two_qubit_fidelity,T1,T2
Decoy-BB84,ionq_aria,trapped_ion,20,1.0,4,0.3981071705534972,199,246,0.492,0.0065189282944649735,0.4736799762540945,0.9995,0.987,10000,1000
Decoy-BB84,ionq_aria,trapped_ion,20,1.0,5,0.3981071705534972,199,262,0.524,0.0065189282944649735,0.5044884299941982,0.9995,0.987,10000,1000
Decoy-BB84,ionq_aria,trapped_ion,20,1.0,6,0.3981071705534972,199,251,0.502,0.0065189282944649735,0.4833076180478769,0.9995,0.987,10000,1000
Decoy-BB84,ionq_aria,trapped_ion,20,1.0,7,0.3981071705534972,199,247,0.494,0.0065189282944649735,0.47560550461285095,0.9995,0.987,10000,1000
Decoy-BB84,ionq_aria,trapped_ion,20,1.0,8,0.3981071705534972,199,270,0.54,0.0065189282944649735,0.51989265686425,0.9995,0.987,10000,1000
Decoy-BB84,ionq_aria,trapped_ion,20,1.0,9,0.3981071705534972,199,256,0.512,0.0065189282944649735,0.4929352598416593,0.9995,0.987,10000,1000
Decoy-BB84,ionq_aria,trapped_ion,20,1.2,0,0.3981071705534972,199,241,0.482,0.0066189282944649624,0.46320775818437554,0.9995,0.987,10000,1000
Decoy-BB84,ionq_aria,trapped_ion,20,1.2,1,0.3981071705534972,199,241,0.482,0.0066189282944649624,0.46320775818437554,0.9995,0.987,10000,1000
Decoy-BB84,ionq_aria,trapped_ion,20,1.2,2,0.3981071705534972,199,241,0.482,0.0066189282944649624,0.46320775818437554,0.9995,0.987,10000,1000
Decoy-BB84,ionq_aria,trapped_ion,20,1.2,3,0.3981071705534972,199,255,0.51,0.0066189282944649624,0.49011609268471273,0.9995,0.987,10000,1000
Decoy-BB84,ionq_aria,trapped_ion,20,1.2,4,0.3981071705534972,199,266,0.532,0.0066189282944649624,0.5112583555064062,0.9995,0.987,10000,1000
